,T0,T1,T2,C_2
T0,-0.71,-0.49,0.0,-0.4
T1,-0.66,-1.69,0.0,-0.0
T2,0.31,0.64,-2.11,0.0
C_2,-0.5,-0.0,-0.0,-1.77
