,T0,T1,T2,B_2
T0,-0.74,-0.55,0.0,-0.04
T1,-0.73,-1.76,0.0,0.57
T2,0.28,0.57,-2.09,-0.0
B_2,-0.0,0.0,-0.0,-1.67
