,T0,T1,T2,B_1
T0,-0.76,-0.18,0.2,-0.11
T1,-0.69,-1.83,0.0,0.0
T2,0.0,0.75,-2.07,-0.0
B_1,-0.0,0.36,-0.5,-0.1
