,T0,T1,T2,B_2
T0,-0.77,-0.33,0.0,-0.0
T1,-0.53,-1.9,0.0,0.27
T2,0.23,0.73,-2.11,-0.2
B_2,-0.3,0.01,-0.01,-1.56
