,T0,T1,T2,B_0
T0,-0.76,-0.39,0.0,-0.0
T1,-0.45,-1.89,0.0,0.1
T2,0.21,0.7,-2.12,-0.01
B_0,-0.03,0.0,-0.0,-1.71
