,T0,T1,T2,C_2
T0,-0.76,-0.15,0.0,-0.16
T1,-0.71,-1.83,0.0,-0.01
T2,0.2,0.75,-2.13,-0.04
C_2,-0.76,-0.03,-0.03,-1.61
