,T0,T1,T2,A_0
T0,-0.79,-0.08,0.01,-0.02
T1,-0.87,-1.8,0.0,-0.0
T2,0.19,0.78,-2.1,-0.62
A_0,-0.0,-0.22,-0.72,-2.45
