,T0,T1,T2,A_0
T0,-0.68,-1.4,-0.01,0.17
T1,0.14,-2.07,-0.28,-0.48
T2,0.31,0.91,-2.12,-1.51
A_0,-0.39,-0.39,0.0,-2.41
