,T0,T1,T2,C_3
T0,-0.76,-1.09,0.09,0.2
T1,-0.09,-2.1,-0.0,0.14
T2,0.17,0.84,-2.01,-0.32
C_3,-1.12,-0.17,0.31,-0.23
