,T0,T1,T2,E_1
T0,-0.72,-1.01,0.21,0.38
T1,-0.1,-2.05,-0.0,-0.01
T2,-0.0,0.79,-2.09,0.32
E_1,-0.0,-0.46,0.02,-2.35
