,T0,T1,T2,B_0
T0,-0.68,-1.27,-0.0,0.0
T1,0.05,-2.09,-0.12,0.04
T2,0.27,0.85,-2.13,-0.21
B_0,-0.1,0.29,0.05,-1.63
