,T0,T1,T2,A_1
T0,-0.72,-1.22,0.17,0.34
T1,0.06,-2.04,0.04,-1.01
T2,0.11,0.76,-2.07,-0.25
A_1,-0.54,-0.23,-0.43,-2.03
