,T0,T1,T2,C_0
T0,-0.64,-1.11,0.13,-0.45
T1,-0.01,-2.09,-0.11,0.15
T2,0.18,0.83,-2.11,-0.06
C_0,-0.41,-0.21,0.05,-1.61
