,T0,T1,T2,E_0
T0,-0.72,-0.95,0.28,0.24
T1,-0.15,-2.05,-0.0,0.16
T2,-0.05,0.79,-2.06,0.22
E_0,-0.17,-0.64,0.02,-2.41
