,T0,T1,T2,C_2
T0,-0.71,0.09,-0.09,-0.35
T1,0.07,-1.96,-0.38,0.29
T2,0.33,0.24,-2.01,-0.48
C_2,-0.56,-0.13,0.26,-1.66
