,T0,T1,T2,C_1
T0,-0.71,0.0,-0.25,-0.17
T1,0.13,-1.97,-0.14,0.11
T2,0.46,0.02,-2.04,-0.48
C_1,-0.76,0.0,0.21,-1.85
