,T0,T1,T2,A_0
T0,-0.78,0.02,0.26,0.16
T1,0.06,-1.94,0.0,-0.32
T2,0.0,0.0,-1.9,-0.4
A_0,-0.09,-0.05,-0.66,-2.43
