,T0,T1,T2,E_2
T0,-0.82,0.09,0.07,0.6
T1,-0.05,-1.93,-0.01,0.13
T2,0.0,-0.06,-2.04,0.94
E_2,-0.83,-0.38,-0.14,-1.92
