,T0,T1,T2,A_1
T0,-0.75,0.06,-0.02,0.09
T1,0.03,-1.94,-0.02,-0.0
T2,0.32,-0.01,-1.96,-0.99
A_1,-0.2,-0.16,-0.0,-2.1
