,T0,T1,T2,B_0
T0,-0.76,-0.1,0.23,0.01
T1,0.17,-1.98,0.16,-0.22
T2,0.04,-0.23,-1.92,0.02
B_0,-0.0,0.42,-0.33,-1.76
