,T0,T1,T2,B_2
T0,-0.74,-0.07,-0.01,-0.01
T1,0.14,-1.99,-0.01,0.08
T2,0.3,-0.06,-1.97,-0.3
B_2,-0.0,0.14,-0.15,-1.68
