,T0,T1,T2,B_2
T0,-0.67,-0.82,0.44,-0.0
T1,-0.24,-1.96,0.0,0.0
T2,0.0,0.56,-1.9,-0.0
B_2,-0.22,0.0,-0.18,-1.56
