,T0,T1,T2,A_1
T0,-0.65,-0.42,0.01,0.02
T1,-0.51,-1.87,0.0,-0.3
T2,0.37,0.57,-2.0,-0.35
A_1,0.0,-0.5,-0.29,-2.18
