,T0,T1,T2,A_0
T0,-0.65,-0.48,0.0,0.02
T1,-0.45,-1.88,0.0,-0.4
T2,0.34,0.57,-2.02,-0.0
A_0,0.0,-0.41,-0.0,-2.4
