,T0,T1,T2,B_0
T0,-0.64,-0.6,0.0,-0.04
T1,-0.36,-1.93,0.0,-0.0
T2,0.4,0.5,-2.04,0.09
B_0,-0.0,-0.0,0.0,-1.63
