,T0,T1,T2,E_2
T0,-0.65,-0.53,0.0,-0.0
T1,-0.42,-1.91,0.0,-0.0
T2,0.33,0.51,-2.03,0.24
E_2,0.0,-0.0,0.0,-2.07
