,T0,T1,T2,C_3
T0,-0.62,-1.07,-0.0,0.0
T1,-0.03,-1.95,0.0,-0.2
T2,0.41,0.49,-2.03,0.0
C_3,-0.91,-0.0,0.22,-0.25
