,T0,T1,T2,C_2
T0,-0.6,-0.87,0.0,-0.27
T1,-0.12,-1.93,0.0,-0.51
T2,0.42,0.54,-2.04,0.02
C_2,-0.7,-0.01,-0.0,-1.5
