,T0,T1,T2,A_1
T0,-0.89,-0.84,0.18,-0.0
T1,-0.3,-2.0,0.31,-0.63
T2,0.0,0.48,-1.93,-0.69
A_1,-0.29,-0.26,-0.82,-2.04
