,T0,T1,T2,C_0
T0,-0.86,-1.14,0.03,0.0
T1,-0.16,-2.08,0.42,-0.09
T2,0.14,0.35,-1.97,-0.28
C_0,-1.05,0.0,-0.02,-1.7
