,T0,T1,T2,E_1
T0,-0.92,-0.57,0.08,0.35
T1,-0.52,-1.96,0.0,0.04
T2,0.0,0.7,-2.03,0.16
E_1,-0.68,-0.2,-0.59,-2.31
