,T0,T1,T2,B_0
T0,-0.87,-1.09,-0.11,0.16
T1,-0.15,-2.05,0.12,-0.0
T2,0.25,0.62,-2.02,-0.39
B_0,-0.42,0.15,0.05,-1.75
