,T0,T1,T2,C_2
T0,-0.84,-0.75,0.0,-0.31
T1,-0.3,-2.01,0.0,0.05
T2,0.15,0.71,-2.02,-0.32
C_2,-1.03,0.0,0.3,-1.58
