,T0,T1,T2,A_0
T0,-0.91,-0.73,-0.0,0.0
T1,-0.28,-1.85,0.0,-0.56
T2,0.11,0.71,-2.09,-0.97
A_0,-0.18,-0.37,-0.34,-2.38
