,T0,T1,T2,D_0
T0,-0.91,-0.85,0.14,0.0
T1,-0.47,-2.13,-0.09,1.21
T2,0.0,0.72,-2.06,-0.26
D_0,0.05,-0.0,0.33,-1.44
