,T0,T1,T2,B_0
T0,-0.82,-1.42,0.0,-0.64
T1,0.0,-2.03,-0.0,0.51
T2,0.17,0.61,-2.14,-0.0
B_0,0.2,-0.0,0.07,-1.74
