,T0,T1,T2,C_1
T0,-0.83,-0.97,0.2,-1.14
T1,-0.13,-1.96,-0.0,0.34
T2,0.0,0.66,-2.1,0.0
C_1,-0.01,0.0,0.0,-1.93
