,T0,T1,T2,B_0
T0,-0.83,-1.09,0.05,0.0
T1,-0.3,-1.94,-0.07,0.38
T2,0.22,0.71,-2.06,-0.32
B_0,-0.17,0.1,0.08,-1.66
