,T0,T1,T2,D_0
T0,-0.85,-0.98,-0.04,0.19
T1,-0.59,-2.11,-0.16,1.14
T2,0.25,0.68,-2.07,-0.17
D_0,-0.0,0.08,0.3,-1.28
