,T0,T1,T2,C_0
T0,-0.78,-0.87,0.31,-0.95
T1,-0.36,-1.92,0.0,0.3
T2,0.0,0.61,-2.05,0.16
C_0,-0.0,0.03,-0.47,-1.68
