,T0,T1,T2,C_2
T0,-0.81,-1.57,0.04,-0.05
T1,-0.07,-1.99,-0.01,0.3
T2,0.23,0.62,-2.07,-0.19
C_2,-1.0,0.06,0.11,-1.59
