,T0,T1,T2,E_3
T0,-0.84,-1.3,0.14,0.16
T1,-0.21,-1.96,0.01,0.31
T2,-0.0,0.55,-2.14,0.8
E_3,0.02,-1.03,-0.57,-1.77
