,T0,T1,T2,C_3
T0,-0.85,-1.03,0.0,0.07
T1,-0.36,-2.05,-0.0,0.42
T2,0.25,0.68,-1.98,-0.33
C_3,-1.04,-0.25,0.33,-0.21
