,T0,T1,T2,B_1
T0,-0.79,-0.81,0.24,-0.17
T1,-0.41,-1.87,-0.0,0.0
T2,-0.04,0.58,-2.15,0.29
B_1,0.0,0.51,-0.6,-0.06
