,T0,T1,T2,A_1
T0,-0.86,-0.97,0.29,0.11
T1,-0.3,-1.85,-0.0,-0.7
T2,0.0,0.67,-1.98,-0.8
A_1,0.0,-0.02,-0.93,-2.2
