,T0,T1,T2,E_3
T0,-0.91,-0.31,-0.06,0.44
T1,-0.3,-1.84,0.0,0.01
T2,-0.0,0.17,-1.98,-0.12
E_3,0.01,0.0,-0.0,-1.93
