,T0,T1,T2,B_2
T0,-0.86,-0.46,-0.0,-0.04
T1,-0.21,-1.97,0.11,0.57
T2,-0.0,0.0,-1.97,-0.01
B_2,-0.03,0.0,-0.17,-1.64
