,T0,T1,T2,A_1
T0,-0.89,-0.16,-0.0,0.07
T1,-0.44,-1.81,0.0,-0.01
T2,0.0,0.25,-1.93,-1.0
A_1,0.0,-0.19,-0.7,-2.03
