,T0,T1,T2,A_0
T0,-0.88,-0.31,-0.0,-0.0
T1,-0.26,-1.85,0.0,-0.11
T2,-0.0,0.18,-1.98,-0.22
A_0,-0.04,-0.22,-0.45,-2.47
