,T0,T1,T2,B_0
T0,-0.92,-0.54,0.0,-0.0
T1,-0.27,-2.1,0.0,0.0
T2,0.29,0.52,-2.37,0.0
B_0,-0.02,0.36,-0.0,-1.8
