,T0,T1,T2,C_0
T0,-0.85,-0.28,0.0,-0.8
T1,-0.39,-2.17,0.0,0.53
T2,0.34,0.46,-2.38,-0.0
C_0,-0.39,0.0,0.0,-1.57
