,T0,T1,T2,C_2
T0,-0.88,-0.35,0.0,-0.48
T1,-0.37,-2.1,0.0,0.15
T2,0.29,0.49,-2.37,-0.0
C_2,-0.59,0.0,-0.0,-1.78
