,T0,T1,T2,B_1
T0,-0.86,-0.31,0.0,-0.2
T1,-0.39,-2.07,0.0,0.0
T2,0.3,0.45,-2.36,-0.0
B_1,-0.0,0.27,-0.2,-0.14
