,T0,T1,T2,A_0
T0,-0.94,-0.2,0.01,-0.01
T1,-0.59,-2.04,0.0,-0.04
T2,0.23,0.59,-2.35,-0.15
A_0,-0.07,-0.17,-0.56,-2.37
