,T0,T1,T2,C_3
T0,-0.83,-1.2,-0.0,-0.0
T1,-0.29,-1.94,-0.18,-0.29
T2,-0.0,-0.0,-2.09,0.01
C_3,-0.31,-0.0,0.04,-0.25
