,T0,T1,T2,C_0
T0,-0.83,-1.3,0.0,-0.0
T1,-0.3,-2.04,-0.24,0.0
T2,-0.0,-0.0,-2.09,-0.0
C_0,-0.79,0.13,-0.13,-1.68
