,T0,T1,T2,E_3
T0,-0.85,-0.81,0.0,0.0
T1,-0.56,-1.94,-0.09,-0.52
T2,-0.0,-0.0,-2.09,0.0
E_3,0.01,-0.0,0.41,-1.87
