,T0,T1,T2,B_2
T0,-0.85,-1.03,0.0,0.1
T1,-0.47,-2.0,-0.16,0.0
T2,0.0,-0.0,-2.01,-0.63
B_2,0.0,0.0,-0.08,-1.65
