,T0,T1,T2,D_0
T0,-0.85,-1.34,-0.0,0.2
T1,-0.31,-2.04,-0.15,-0.0
T2,-0.0,-0.08,-2.08,0.0
D_0,0.0,0.4,0.0,-1.72
