,T0,T1,T2,A_0
T0,-0.87,-0.5,-0.0,0.1
T1,-0.96,-1.93,-0.0,-0.18
T2,0.0,-0.09,-2.03,-0.95
A_0,0.0,-0.35,-0.97,-2.41
