,T0,T1,T2,E_1
T0,-0.86,-0.53,-0.07,0.12
T1,-0.89,-1.93,-0.0,-0.37
T2,-0.0,-0.09,-2.13,0.56
E_1,0.0,-0.31,0.0,-2.45
