,T0,T1,T2,A_0
T0,-0.89,-0.62,0.0,-0.0
T1,-0.52,-1.92,-0.0,0.0
T2,0.29,1.05,-2.29,-0.91
A_0,-0.44,-0.07,-0.0,-2.42
