,T0,T1,T2,C_1
T0,-0.88,-0.7,-0.0,-0.03
T1,-0.46,-1.97,0.0,0.29
T2,0.29,1.02,-2.29,-0.32
C_1,-0.89,0.0,0.0,-1.77
