,T0,T1,T2,B_2
T0,-0.87,-0.83,0.0,-0.0
T1,-0.38,-1.98,0.0,0.21
T2,0.3,1.02,-2.29,-0.33
B_2,-0.19,0.01,-0.0,-1.62
